"[(a_16-<a_14,~a_11),(~a_11-<a_4,a_7,a_3),a_3,a_7,a_4,(a_14-<a_0,a_9),a_9,a_0]","[(~a_16-<d_47,a_14,~a_11),(~a_11-<a_4,a_7,a_3),a_3,a_7,a_4,(a_14-<a_0,a_9),a_9,a_0,d_47]","[(~a_16-<d_47,a_14,~a_11),(~a_11-<a_4,a_7,a_3),a_3,a_7,a_4,(a_14-<a_0,a_9),a_9,a_0,d_47]"
"[(~a_21-<a_4,a_9,d_56),d_56,a_9,a_4]","[(a_21-<a_4,a_9,d_60,d_56),d_56,d_60,a_9,a_4]","[(a_21-<a_4,a_9,d_60,d_56),d_56,d_60,a_9,a_4]"
"[(~a_21-<a_4,a_9,d_56),d_56,a_9,a_4]","[(a_21-<a_4,a_9,~d_61,d_56),d_56,~d_61,a_9,a_4]","[(a_21-<a_4,a_9,~d_61,d_56),d_56,~d_61,a_9,a_4]"
"[(~a_21-<a_4,a_9,d_56),d_56,a_9,a_4]","[(a_21-<a_4,a_9,~d_62,d_56),d_56,~d_62,a_9,a_4]","[(a_21-<a_4,a_9,~d_62,d_56),d_56,~d_62,a_9,a_4]"
"[(~a_21-<a_4,a_9,~d_57),~d_57,a_9,a_4]","[(a_21-<a_4,a_9,d_63,~d_57),~d_57,d_63,a_9,a_4]","[(a_21-<a_4,a_9,d_63,~d_57),~d_57,d_63,a_9,a_4]"
"[(~a_21-<a_4,a_9,~d_57),~d_57,a_9,a_4]","[(a_21-<a_4,a_9,d_64,~d_57),~d_57,d_64,a_9,a_4]","[(a_21-<a_4,a_9,d_64,~d_57),~d_57,d_64,a_9,a_4]"
"[(~a_21-<a_13,~d_58),~d_58,(a_13-<a_4,a_9),a_9,a_4]","[(a_21-<d_65,a_13,~d_58),~d_58,(a_13-<a_4,a_9),a_9,a_4,d_65]","[(a_21-<d_65,a_13,~d_58),~d_58,(a_13-<a_4,a_9),a_9,a_4,d_65]"
"[(~a_21-<a_4,a_9,d_59),d_59,a_9,a_4]","[(a_21-<a_4,a_9,d_59,d_66),d_66,d_59,a_9,a_4]","[(a_21-<a_4,a_9,d_59,d_66),d_66,d_59,a_9,a_4]"
"[(a_21-<a_13),(a_13-<a_4,a_9),a_9,a_4]","[(~a_21-<a_4,a_9,d_56),d_56,a_9,a_4]","[(~a_21-<a_4,a_9,d_56),d_56,a_9,a_4]"
"[(a_21-<a_13),(a_13-<a_4,a_9),a_9,a_4]","[(~a_21-<a_4,a_9,~d_57),~d_57,a_9,a_4]","[(~a_21-<a_4,a_9,~d_57),~d_57,a_9,a_4]"
"[(a_21-<a_13),(a_13-<a_4,a_9),a_9,a_4]","[(~a_21-<a_13,~d_58),~d_58,(a_13-<a_4,a_9),a_9,a_4]","[(~a_21-<a_13,~d_58),~d_58,(a_13-<a_4,a_9),a_9,a_4]"
"[(a_21-<a_13),(a_13-<a_4,a_9),a_9,a_4]","[(~a_21-<a_4,a_9,d_59),d_59,a_9,a_4]","[(~a_21-<a_4,a_9,d_59),d_59,a_9,a_4]"
"[(~a_17-<a_4,~d_70,a_8),a_8,~d_70,a_4]","[(a_17-<a_4,~d_70,a_8,d_79),d_79,a_8,~d_70,a_4]","[(a_17-<a_4,~d_70,a_8,d_79),d_79,a_8,~d_70,a_4]"
arg1,arg2,defeater
"[(a_19-<a_4,a_1,~a_0,d_20),d_20,~a_0,a_1,a_4]","[(~a_19-<d_20,d_24,a_1,~a_0,a_4),a_4,~a_0,a_1,d_24,d_20]","[(~a_19-<d_20,d_24,a_1,~a_0,a_4),a_4,~a_0,a_1,d_24,d_20]"
"[(a_19-<a_4,a_1,~a_0,d_20),d_20,~a_0,a_1,a_4]","[(~a_19-<d_20,a_1,~a_0,a_4,d_25),d_25,a_4,~a_0,a_1,d_20]","[(~a_19-<d_20,a_1,~a_0,a_4,d_25),d_25,a_4,~a_0,a_1,d_20]"
"[(a_19-<a_4,a_1,~a_0,d_20),d_20,~a_0,a_1,a_4]","[(~a_19-<d_20,d_26,a_1,~a_0,a_4),a_4,~a_0,a_1,d_26,d_20]","[(~a_19-<d_20,d_26,a_1,~a_0,a_4),a_4,~a_0,a_1,d_26,d_20]"
"[(a_19-< ~d_21,~a_7),~a_7,~d_21]","[(~a_19-< ~d_21,~a_7,d_27),d_27,~a_7,~d_21]","[(~a_19-< ~d_21,~a_7,d_27),d_27,~a_7,~d_21]"
"[(a_19-< ~d_21,~a_7),~a_7,~d_21]","[(~a_19-< ~d_21,~a_7,d_28),d_28,~a_7,~d_21]","[(~a_19-< ~d_21,~a_7,d_28),d_28,~a_7,~d_21]"
"[(a_19-< ~d_21,~a_7),~a_7,~d_21]","[(~a_19-< ~d_21,d_29,~a_7),~a_7,d_29,~d_21]","[(~a_19-< ~d_21,d_29,~a_7),~a_7,d_29,~d_21]"
"[(a_19-<a_4,~d_22,~a_0),~a_0,~d_22,a_4]","[(~a_19-<a_4,d_30,~d_22,~a_0),~a_0,~d_22,d_30,a_4]","[(~a_19-<a_4,d_30,~d_22,~a_0),~a_0,~d_22,d_30,a_4]"
"[(a_19-<a_13,~a_14,d_23,a_12),(a_12-<a_4,~a_0),~a_0,a_4,d_23,(~a_14<-a_4,~a_0,a_1),a_1,(a_13-< ~a_7),~a_7]","[(~a_19-<a_13,~a_14,d_23,a_12,d_31),d_31,(a_12-<a_4,~a_0),~a_0,a_4,d_23,(~a_14<-a_4,~a_0,a_1),a_1,(a_13-< ~a_7),~a_7]","[(~a_19-<a_13,~a_14,d_23,a_12,d_31),d_31,(a_12-<a_4,~a_0),~a_0,a_4,d_23,(~a_14<-a_4,~a_0,a_1),a_1,(a_13-< ~a_7),~a_7]"
"[(~a_19-< ~a_14,a_12,a_13),(a_13-< ~a_7),~a_7,(a_12-<a_4,~a_0),~a_0,a_4,(~a_14<-a_4,~a_0,a_1),a_1]","[(a_19-<a_13,~a_14,d_23,a_12),(a_12-<a_4,~a_0),~a_0,a_4,d_23,(~a_14<-a_4,~a_0,a_1),a_1,(a_13-< ~a_7),~a_7]","[(a_19-<a_13,~a_14,d_23,a_12),(a_12-<a_4,~a_0),~a_0,a_4,d_23,(~a_14<-a_4,~a_0,a_1),a_1,(a_13-< ~a_7),~a_7]"
"[(~a_18-<d_32,~a_7),~a_7,d_32]","[(a_18-<d_32,d_36,~a_7),~a_7,d_36,d_32]","[(a_18-<d_32,d_36,~a_7),~a_7,d_36,d_32]"
"[(~a_18-<a_4,d_33,~a_0),~a_0,d_33,a_4]","[(a_18-<a_4,d_33,~a_0,~d_37),~d_37,~a_0,d_33,a_4]","[(a_18-<a_4,d_33,~a_0,~d_37),~d_37,~a_0,d_33,a_4]"
"[(~a_18-<d_34,~a_7),~a_7,d_34]","[(a_18-<d_34,~a_7,d_38),d_38,~a_7,d_34]","[(a_18-<d_34,~a_7,d_38),d_38,~a_7,d_34]"
"[(~a_18-<a_4,d_35,~a_0),~a_0,d_35,a_4]","[(a_18-<a_4,d_39,d_35,~a_0),~a_0,d_35,d_39,a_4]","[(a_18-<a_4,d_39,d_35,~a_0),~a_0,d_35,d_39,a_4]"
"[(a_16-< ~d_40,~a_7),~a_7,~d_40]","[(~a_16-< ~d_40,~a_7,~d_44),~d_44,~a_7,~d_40]","[(~a_16-< ~d_40,~a_7,~d_44),~d_44,~a_7,~d_40]"
"[(a_16-< ~d_40,~a_7),~a_7,~d_40]","[(~a_16-< ~d_40,~d_45,~a_7),~a_7,~d_45,~d_40]","[(~a_16-< ~d_40,~d_45,~a_7),~a_7,~d_45,~d_40]"
"[(a_16-< ~d_40,~a_7),~a_7,~d_40]","[(~a_16-< ~d_40,~d_46,~a_7),~a_7,~d_46,~d_40]","[(~a_16-< ~d_40,~d_46,~a_7),~a_7,~d_46,~d_40]"
"[(a_16-< ~d_40,~a_7),~a_7,~d_40]","[(~a_16-< ~d_40,~a_7,~d_47),~d_47,~a_7,~d_40]","[(~a_16-< ~d_40,~a_7,~d_47),~d_47,~a_7,~d_40]"
"[(a_16-<d_41,~a_7),~a_7,d_41]","[(~a_16-<d_48,d_41,~a_7),~a_7,d_41,d_48]","[(~a_16-<d_48,d_41,~a_7),~a_7,d_41,d_48]"
"[(a_16-<d_41,~a_7),~a_7,d_41]","[(~a_16-<d_49,d_41,~a_7),~a_7,d_41,d_49]","[(~a_16-<d_49,d_41,~a_7),~a_7,d_41,d_49]"
"[(a_16-<d_41,~a_7),~a_7,d_41]","[(~a_16-<d_50,d_41,~a_7),~a_7,d_41,d_50]","[(~a_16-<d_50,d_41,~a_7),~a_7,d_41,d_50]"
"[(a_16-<d_41,~a_7),~a_7,d_41]","[(~a_16-< ~d_51,d_41,~a_7),~a_7,d_41,~d_51]","[(~a_16-< ~d_51,d_41,~a_7),~a_7,d_41,~d_51]"
"[(a_16-< ~d_42,a_10),(a_10<- ~a_7),~a_7,~d_42]","[(~a_16-< ~d_42,d_52,a_10),(a_10<- ~a_7),~a_7,d_52,~d_42]","[(~a_16-< ~d_42,d_52,a_10),(a_10<- ~a_7),~a_7,d_52,~d_42]"
"[(a_16-<d_43,~a_7),~a_7,d_43]","[(~a_16-<d_43,d_53,~a_7),~a_7,d_53,d_43]","[(~a_16-<d_43,d_53,~a_7),~a_7,d_53,d_43]"
"[(~a_16-<a_10),(a_10<- ~a_7),~a_7]","[(a_16-< ~d_40,~a_7),~a_7,~d_40]","[(a_16-< ~d_40,~a_7),~a_7,~d_40]"
"[(~a_16-<a_10),(a_10<- ~a_7),~a_7]","[(a_16-<d_41,~a_7),~a_7,d_41]","[(a_16-<d_41,~a_7),~a_7,d_41]"
"[(~a_16-<a_10),(a_10<- ~a_7),~a_7]","[(a_16-< ~d_42,a_10),(a_10<- ~a_7),~a_7,~d_42]","[(a_16-< ~d_42,a_10),(a_10<- ~a_7),~a_7,~d_42]"
"[(~a_16-<a_10),(a_10<- ~a_7),~a_7]","[(a_16-<d_43,~a_7),~a_7,d_43]","[(a_16-<d_43,~a_7),~a_7,d_43]"
"[(~a_15-<a_4,d_54,a_1,~a_0),~a_0,a_1,d_54,a_4]","[(a_15-< ~d_58,a_1,~a_0,a_4,d_54),d_54,a_4,~a_0,a_1,~d_58]","[(a_15-< ~d_58,a_1,~a_0,a_4,d_54),d_54,a_4,~a_0,a_1,~d_58]"
"[(~a_15-<a_4,d_54,a_1,~a_0),~a_0,a_1,d_54,a_4]","[(a_15-<d_59,a_1,~a_0,a_4,d_54),d_54,a_4,~a_0,a_1,d_59]","[(a_15-<d_59,a_1,~a_0,a_4,d_54),d_54,a_4,~a_0,a_1,d_59]"
"[(~a_15-<a_4,d_54,a_1,~a_0),~a_0,a_1,d_54,a_4]","[(a_15-<d_60,a_1,~a_0,a_4,d_54),d_54,a_4,~a_0,a_1,d_60]","[(a_15-<d_60,a_1,~a_0,a_4,d_54),d_54,a_4,~a_0,a_1,d_60]"
"[(~a_15-<a_4,d_54,a_1,~a_0),~a_0,a_1,d_54,a_4]","[(a_15-<a_1,~a_0,a_4,d_54,d_61),d_61,d_54,a_4,~a_0,a_1]","[(a_15-<a_1,~a_0,a_4,d_54,d_61),d_61,d_54,a_4,~a_0,a_1]"
"[(~a_15-< ~a_14,~a_0,~a_7,d_55),d_55,~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4]","[(a_15-< ~a_14,~a_7,d_62,~a_0,d_55),d_55,~a_0,d_62,~a_7,(~a_14<-a_4,~a_0,a_1),a_1,a_4]","[(a_15-< ~a_14,~a_7,d_62,~a_0,d_55),d_55,~a_0,d_62,~a_7,(~a_14<-a_4,~a_0,a_1),a_1,a_4]"
"[(~a_15-< ~a_14,~a_0,~a_7,d_55),d_55,~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4]","[(a_15-< ~a_14,~a_7,~a_0,d_63,d_55),d_55,d_63,~a_0,~a_7,(~a_14<-a_4,~a_0,a_1),a_1,a_4]","[(a_15-< ~a_14,~a_7,~a_0,d_63,d_55),d_55,d_63,~a_0,~a_7,(~a_14<-a_4,~a_0,a_1),a_1,a_4]"
"[(~a_15-<a_4,a_1,~a_0,~d_56),~d_56,~a_0,a_1,a_4]","[(a_15-<d_64,a_1,~a_0,a_4,~d_56),~d_56,a_4,~a_0,a_1,d_64]","[(a_15-<d_64,a_1,~a_0,a_4,~d_56),~d_56,a_4,~a_0,a_1,d_64]"
"[(~a_15-<a_4,a_1,~a_0,~d_56),~d_56,~a_0,a_1,a_4]","[(a_15-< ~d_65,a_1,~a_0,a_4,~d_56),~d_56,a_4,~a_0,a_1,~d_65]","[(a_15-< ~d_65,a_1,~a_0,a_4,~d_56),~d_56,a_4,~a_0,a_1,~d_65]"
"[(~a_15-<d_57,~a_14,~a_0,~a_7),~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4,d_57]","[(a_15-<d_57,~a_14,d_66,~a_7,~a_0),~a_0,~a_7,d_66,(~a_14<-a_4,~a_0,a_1),a_1,a_4,d_57]","[(a_15-<d_57,~a_14,d_66,~a_7,~a_0),~a_0,~a_7,d_66,(~a_14<-a_4,~a_0,a_1),a_1,a_4,d_57]"
"[(~a_15-<d_57,~a_14,~a_0,~a_7),~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4,d_57]","[(a_15-<d_57,~a_14,~a_7,~a_0,~d_67),~d_67,~a_0,~a_7,(~a_14<-a_4,~a_0,a_1),a_1,a_4,d_57]","[(a_15-<d_57,~a_14,~a_7,~a_0,~d_67),~d_67,~a_0,~a_7,(~a_14<-a_4,~a_0,a_1),a_1,a_4,d_57]"
"[(a_15-< ~a_14,~a_0,~a_7),~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4]","[(~a_15-< ~a_14,~a_0,~a_7,d_55),d_55,~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4]","[(~a_15-< ~a_14,~a_0,~a_7,d_55),d_55,~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4]"
"[(a_15-< ~a_14,~a_0,~a_7),~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4]","[(~a_15-<d_57,~a_14,~a_0,~a_7),~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4,d_57]","[(~a_15-<d_57,~a_14,~a_0,~a_7),~a_7,~a_0,(~a_14<-a_4,~a_0,a_1),a_1,a_4,d_57]"
"[(~a_17-<a_1,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,a_1]","[(a_17-<a_1,d_72,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,d_72,a_1]","[(a_17-<a_1,d_72,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,d_72,a_1]"
"[(~a_17-<a_1,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,a_1]","[(a_17-<d_73,a_1,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,a_1,d_73]","[(a_17-<d_73,a_1,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,a_1,d_73]"
"[(~a_17-<a_1,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,a_1]","[(a_17-<a_1,d_74,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,d_74,a_1]","[(a_17-<a_1,d_74,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,d_74,a_1]"
"[(~a_17-<a_4,d_69,~a_0),~a_0,d_69,a_4]","[(a_17-<a_4,d_69,d_75,~a_0),~a_0,d_75,d_69,a_4]","[(a_17-<a_4,d_69,d_75,~a_0),~a_0,d_75,d_69,a_4]"
"[(~a_17-<a_4,d_69,~a_0),~a_0,d_69,a_4]","[(a_17-<a_4,d_69,~a_0,~d_76),~d_76,~a_0,d_69,a_4]","[(a_17-<a_4,d_69,~a_0,~d_76),~d_76,~a_0,d_69,a_4]"
"[(~a_17-<d_70,a_1,a_12),(a_12-<a_4,~a_0),~a_0,a_4,a_1,d_70]","[(a_17-<d_70,a_1,d_77,a_12),(a_12-<a_4,~a_0),~a_0,a_4,d_77,a_1,d_70]","[(a_17-<d_70,a_1,d_77,a_12),(a_12-<a_4,~a_0),~a_0,a_4,d_77,a_1,d_70]"
"[(~a_17-<d_70,a_1,a_12),(a_12-<a_4,~a_0),~a_0,a_4,a_1,d_70]","[(a_17-<d_70,a_1,d_78,a_12),(a_12-<a_4,~a_0),~a_0,a_4,d_78,a_1,d_70]","[(a_17-<d_70,a_1,d_78,a_12),(a_12-<a_4,~a_0),~a_0,a_4,d_78,a_1,d_70]"
"[(~a_17-<a_4,d_71,~a_0),~a_0,d_71,a_4]","[(a_17-<a_4,d_71,~d_79,~a_0),~a_0,~d_79,d_71,a_4]","[(a_17-<a_4,d_71,~d_79,~a_0),~a_0,~d_79,d_71,a_4]"
"[(a_17-<a_12,a_1),a_1,(a_12-<a_4,~a_0),~a_0,a_4]","[(~a_17-<a_1,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,a_1]","[(~a_17-<a_1,a_12,d_68),d_68,(a_12-<a_4,~a_0),~a_0,a_4,a_1]"
"[(a_17-<a_12,a_1),a_1,(a_12-<a_4,~a_0),~a_0,a_4]","[(~a_17-<d_70,a_1,a_12),(a_12-<a_4,~a_0),~a_0,a_4,a_1,d_70]","[(~a_17-<d_70,a_1,a_12),(a_12-<a_4,~a_0),~a_0,a_4,a_1,d_70]"
arg1,arg2,defeater
"[(~a_15-<a_4,a_1,d_20),d_20,a_1,a_4]","[(a_15-<a_4,a_1,~d_24,d_20),d_20,~d_24,a_1,a_4]","[(a_15-<a_4,a_1,~d_24,d_20),d_20,~d_24,a_1,a_4]"
"[(~a_15-<a_4,a_1,d_20),d_20,a_1,a_4]","[(a_15-<a_4,a_1,d_25,d_20),d_20,d_25,a_1,a_4]","[(a_15-<a_4,a_1,d_25,d_20),d_20,d_25,a_1,a_4]"
"[(~a_15-<a_4,a_1,d_20),d_20,a_1,a_4]","[(a_15-<a_4,a_1,~d_26,d_20),d_20,~d_26,a_1,a_4]","[(a_15-<a_4,a_1,~d_26,d_20),d_20,~d_26,a_1,a_4]"
"[(~a_15-<a_4,a_1,d_20),d_20,a_1,a_4]","[(a_15-<a_4,d_27,a_1,d_20),d_20,a_1,d_27,a_4]","[(a_15-<a_4,d_27,a_1,d_20),d_20,a_1,d_27,a_4]"
"[(~a_15-< ~d_21,a_12),(a_12-<a_4,a_1),a_1,a_4,~d_21]","[(a_15-< ~d_21,a_12,d_28),d_28,(a_12-<a_4,a_1),a_1,a_4,~d_21]","[(a_15-< ~d_21,a_12,d_28),d_28,(a_12-<a_4,a_1),a_1,a_4,~d_21]"
"[(~a_15-< ~d_21,a_12),(a_12-<a_4,a_1),a_1,a_4,~d_21]","[(a_15-< ~d_21,d_29,a_12),(a_12-<a_4,a_1),a_1,a_4,d_29,~d_21]","[(a_15-< ~d_21,d_29,a_12),(a_12-<a_4,a_1),a_1,a_4,d_29,~d_21]"
"[(~a_15-<a_4,a_1,d_22),d_22,a_1,a_4]","[(a_15-<a_4,a_1,d_22,d_30),d_30,d_22,a_1,a_4]","[(a_15-<a_4,a_1,d_22,d_30),d_30,d_22,a_1,a_4]"
"[(~a_15-<d_23,a_12),(a_12-<a_4,a_1),a_1,a_4,d_23]","[(a_15-< ~d_31,d_23,a_12),(a_12-<a_4,a_1),a_1,a_4,d_23,~d_31]","[(a_15-< ~d_31,d_23,a_12),(a_12-<a_4,a_1),a_1,a_4,d_23,~d_31]"
"[(a_15-<a_12),(a_12-<a_4,a_1),a_1,a_4]","[(~a_15-<a_4,a_1,d_20),d_20,a_1,a_4]","[(~a_15-<a_4,a_1,d_20),d_20,a_1,a_4]"
"[(a_15-<a_12),(a_12-<a_4,a_1),a_1,a_4]","[(~a_15-< ~d_21,a_12),(a_12-<a_4,a_1),a_1,a_4,~d_21]","[(~a_15-< ~d_21,a_12),(a_12-<a_4,a_1),a_1,a_4,~d_21]"
"[(a_15-<a_12),(a_12-<a_4,a_1),a_1,a_4]","[(~a_15-<a_4,a_1,d_22),d_22,a_1,a_4]","[(~a_15-<a_4,a_1,d_22),d_22,a_1,a_4]"
"[(a_15-<a_12),(a_12-<a_4,a_1),a_1,a_4]","[(~a_15-<d_23,a_12),(a_12-<a_4,a_1),a_1,a_4,d_23]","[(~a_15-<d_23,a_12),(a_12-<a_4,a_1),a_1,a_4,d_23]"
"[(~a_18-< ~d_32,a_10),(a_10-<a_7,a_2),a_2,a_7,~d_32]","[(a_18-< ~d_32,d_36,a_10),(a_10-<a_7,a_2),a_2,a_7,d_36,~d_32]","[(a_18-< ~d_32,d_36,a_10),(a_10-<a_7,a_2),a_2,a_7,d_36,~d_32]"
"[(~a_18-< ~d_32,a_10),(a_10-<a_7,a_2),a_2,a_7,~d_32]","[(a_18-< ~d_37,~d_32,a_10),(a_10-<a_7,a_2),a_2,a_7,~d_32,~d_37]","[(a_18-< ~d_37,~d_32,a_10),(a_10-<a_7,a_2),a_2,a_7,~d_32,~d_37]"
"[(~a_18-<d_33,a_10),(a_10-<a_7,a_2),a_2,a_7,d_33]","[(a_18-<d_33,a_10,d_38),d_38,(a_10-<a_7,a_2),a_2,a_7,d_33]","[(a_18-<d_33,a_10,d_38),d_38,(a_10-<a_7,a_2),a_2,a_7,d_33]"
"[(~a_18-<d_33,a_10),(a_10-<a_7,a_2),a_2,a_7,d_33]","[(a_18-<d_33,~d_39,a_10),(a_10-<a_7,a_2),a_2,a_7,~d_39,d_33]","[(a_18-<d_33,~d_39,a_10),(a_10-<a_7,a_2),a_2,a_7,~d_39,d_33]"
"[(~a_18-<a_2,a_7,d_34),d_34,a_7,a_2]","[(a_18-<a_2,a_7,d_40,d_34),d_34,d_40,a_7,a_2]","[(a_18-<a_2,a_7,d_40,d_34),d_34,d_40,a_7,a_2]"
"[(~a_18-<d_35,a_10),(a_10-<a_7,a_2),a_2,a_7,d_35]","[(a_18-<d_35,d_41,a_10),(a_10-<a_7,a_2),a_2,a_7,d_41,d_35]","[(a_18-<d_35,d_41,a_10),(a_10-<a_7,a_2),a_2,a_7,d_41,d_35]"
"[(a_18-<a_10),(a_10-<a_7,a_2),a_2,a_7]","[(~a_18-< ~d_32,a_10),(a_10-<a_7,a_2),a_2,a_7,~d_32]","[(~a_18-< ~d_32,a_10),(a_10-<a_7,a_2),a_2,a_7,~d_32]"
"[(a_18-<a_10),(a_10-<a_7,a_2),a_2,a_7]","[(~a_18-<d_33,a_10),(a_10-<a_7,a_2),a_2,a_7,d_33]","[(~a_18-<d_33,a_10),(a_10-<a_7,a_2),a_2,a_7,d_33]"
"[(a_18-<a_10),(a_10-<a_7,a_2),a_2,a_7]","[(~a_18-<a_2,a_7,d_34),d_34,a_7,a_2]","[(~a_18-<a_2,a_7,d_34),d_34,a_7,a_2]"
"[(a_18-<a_10),(a_10-<a_7,a_2),a_2,a_7]","[(~a_18-<d_35,a_10),(a_10-<a_7,a_2),a_2,a_7,d_35]","[(~a_18-<d_35,a_10),(a_10-<a_7,a_2),a_2,a_7,d_35]"
"[(a_16-< ~d_42,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,~d_42]","[(~a_16-< ~d_42,~d_46,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,~d_46,~d_42]","[(~a_16-< ~d_42,~d_46,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,~d_46,~d_42]"
"[(a_16-< ~d_42,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,~d_42]","[(~a_16-< ~d_42,d_47,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_47,~d_42]","[(~a_16-< ~d_42,d_47,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_47,~d_42]"
"[(a_16-<d_43,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_43]","[(~a_16-<d_43,d_48,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_48,d_43]","[(~a_16-<d_43,d_48,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_48,d_43]"
"[(a_16-<d_43,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_43]","[(~a_16-<d_43,d_49,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_49,d_43]","[(~a_16-<d_43,d_49,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_49,d_43]"
"[(a_16-<d_44,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_44]","[(~a_16-< ~d_50,d_44,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_44,~d_50]","[(~a_16-< ~d_50,d_44,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_44,~d_50]"
"[(a_16-<a_4,a_1,~d_45),~d_45,a_1,a_4]","[(~a_16-<a_4,a_1,~d_45,d_51),d_51,~d_45,a_1,a_4]","[(~a_16-<a_4,a_1,~d_45,d_51),d_51,~d_45,a_1,a_4]"
"[(~a_16-<a_12,a_3),a_3,(a_12-<a_4,a_1),a_1,a_4]","[(a_16-< ~d_42,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,~d_42]","[(a_16-< ~d_42,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,~d_42]"
"[(~a_16-<a_12,a_3),a_3,(a_12-<a_4,a_1),a_1,a_4]","[(a_16-<d_43,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_43]","[(a_16-<d_43,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_43]"
"[(~a_16-<a_12,a_3),a_3,(a_12-<a_4,a_1),a_1,a_4]","[(a_16-<d_44,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_44]","[(a_16-<d_44,a_3,a_12),(a_12-<a_4,a_1),a_1,a_4,a_3,d_44]"
"[(~a_17-<d_52,a_6),a_6,d_52]","[(a_17-<d_52,d_56,a_6),a_6,d_56,d_52]","[(a_17-<d_52,d_56,a_6),a_6,d_56,d_52]"
"[(~a_17-<d_52,a_6),a_6,d_52]","[(a_17-<d_52,~d_57,a_6),a_6,~d_57,d_52]","[(a_17-<d_52,~d_57,a_6),a_6,~d_57,d_52]"
"[(~a_17-<d_53,a_11),(a_11-<a_6),a_6,d_53]","[(a_17-<d_53,a_11,~d_58),~d_58,(a_11-<a_6),a_6,d_53]","[(a_17-<d_53,a_11,~d_58),~d_58,(a_11-<a_6),a_6,d_53]"
"[(~a_17-<d_53,a_11),(a_11-<a_6),a_6,d_53]","[(a_17-<d_53,d_59,a_11),(a_11-<a_6),a_6,d_59,d_53]","[(a_17-<d_53,d_59,a_11),(a_11-<a_6),a_6,d_59,d_53]"
"[(~a_17-< ~d_54,a_6),a_6,~d_54]","[(a_17-<d_60,~d_54,a_6),a_6,~d_54,d_60]","[(a_17-<d_60,~d_54,a_6),a_6,~d_54,d_60]"
"[(~a_17-<d_55,a_6),a_6,d_55]","[(a_17-<d_61,d_55,a_6),a_6,d_55,d_61]","[(a_17-<d_61,d_55,a_6),a_6,d_55,d_61]"
"[(a_17-<a_11),(a_11-<a_6),a_6]","[(~a_17-<d_52,a_6),a_6,d_52]","[(~a_17-<d_52,a_6),a_6,d_52]"
"[(a_17-<a_11),(a_11-<a_6),a_6]","[(~a_17-<d_53,a_11),(a_11-<a_6),a_6,d_53]","[(~a_17-<d_53,a_11),(a_11-<a_6),a_6,d_53]"
"[(a_17-<a_11),(a_11-<a_6),a_6]","[(~a_17-< ~d_54,a_6),a_6,~d_54]","[(~a_17-< ~d_54,a_6),a_6,~d_54]"
